,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,m57,m58,m59,m60,m61,m62,m63,m64,m65,m66,m67,m68,m69,m70,m71,m72,m73,m74,m75,m76,m77,m78,m79,m80,m81,m82,m83,m84,m85,m86,m87,m88,m89,m90,m91,m92,m93,m94,m95,m96,m97,m98,m99,m100
m11,0.5998429059013162,0.556550726603889,0.4566181075571136,0.31022264194356974,0.4991299616401367,0.554361480597373,0.5961313650378021,0.595139240477087,0.3729745574833169,0.5467501394325519,,0.4002687880420896,0.551426644615755,0.5388463199159178,0.41624197192431045,0.4737538641379677,0.5785756080040985,0.4770186287745372,0.3350803870181487,0.3404493354084638,0.4723114354058001,0.5332314186035211,0.2952731519129337,0.5328417002448134,0.44510216773168243,0.5253557623639117,0.39423012231645504,0.4100015122127098,0.45195215484014173,0.5568144863551083,0.4832593789369521,0.47313779497715713,,0.5254424019564309,0.45140969734518316,0.5380639181158636,0.7596647901832895,0.40936299796816455,0.5373112160641541,0.6151530995632614,0.5537549083614587,0.41818905880546137,0.5339436153815208,0.44854332113449014,0.4330333254314836,0.46350658412337364,0.5414201626066009,0.4758861677519189,0.7039980722491812,0.557417930909077,0,0.47961820863726967,0.7916885977178645,0.621844403074377,0.48990166428888376,,0.4805147025260769,0.5243267195922567,0.6462178913794777,0.5015532713382659,0.32394617805397885,0.6136505356585922,0.37277731040113216,0.2743079320034021,0.2726799135780822,0.3163237983921282,,0.45131784765054445,0.5064653954436259,0.5090146966717539,0.2817928111705441,0.5852329054001898,0.595629110227844,0.44484988300356787,0.6898610918937452,0.42930546324906516,0.4224072592091596,0.5948006292329615,0.37603678585294936,0.4706829875523947,0.4652343385807521,0.446889619913312,0.46228273820060495,0.23736390857891787,0.4851380688393296,0.524774343924797,0.43676814351197124,0.39444725218751275,0.398094387393319,0.1899124586318673,0,0.4302885088655215,0.4239176928641782,0.4706615861009288,0.4516234596951152,0.5223595722204034,0.4492496885268714,,0.4216467813093169,0.568474579489383
m12,0.20111885857971645,0.6061679654588207,0.6380508713348605,0.7210533063919625,0.6308059468845553,0.3923284834316521,0.6077865652345698,0.3112583608955496,0.8655430306128806,0.47746325585031724,0.4002687880420896,,0.3869433851155655,0.3182601373158021,0.7987867430323627,0.25242490985835997,0.23586847463380617,0.5754384416311962,0.7178581697969162,0.7353962417090731,0.311184329762106,0.4980817427278471,0.8925207427413762,0.5754069691685477,0.463416843258189,0.6137152856535197,0.07588660573035644,0.1444123449033704,0.22692110404485927,0.1965491957011682,0.8345281779395548,0.27117023327733997,,0.31984587081617166,0.8688654467893513,0.29300855117782343,,0.5356665500777462,0.39407085616154386,0.1708662111037726,0.4520940356979441,0.6735260675146146,0.4938113376081335,0.732483877679927,0.46878668959850467,0.7754075844335027,0.23308513319254265,0.7002072293427652,0.07263417397494243,0.15485922303818483,0,0.44913705210101307,,0.6561315037790019,0.20298095090891216,,0.5695295562036095,0.22428165374194398,0.5249088877380914,0.5861156654119892,0.8532761764461971,0.5057162401482821,0.5214224416564055,0.9439406099400416,0.8169288526069984,0.7841196665547975,,0.46085226411432617,0.37043873155375295,0.4109341882669235,0.8687001116201416,0.3176622373263479,0.36968473918930167,0.8340637734015655,0.6135536801180167,0.676722454375583,,0.10926803311483585,0.877311724019668,0.7093805118270462,0.565976693367455,0.5030234869876195,,,0.3706168696549428,0.365231198803951,0.8082686967948938,0.6905463788789601,0.6735212457113169,,0,0.6690914900503332,0.823708680876885,0.31391832831220534,0.6539132339912535,,,,0.6241701421386269,0.37577748592717874
m13,0.42731186770576174,0.5822262083225762,0.5503886045071895,0.6759883184689817,0.7845391597719918,0.3991881217716894,0.488345442688839,0.7537971262571073,0.687642198453048,0.4782708235355606,0.551426644615755,0.3869433851155655,,0.8116229184674637,0.3483799132054091,0.3984360482768142,0.5396641655606658,0.4536984211779771,0.619092481689347,0.5429107150049318,0.43704176162021274,0.6311228742915611,0.5802382931196877,0.4209535360175978,0.37459773924284445,0.4373569686102454,0.38025008434360896,0.28933457348985914,0.19937946527872552,,0.5362453038427817,0.30444829363114,,0.4571751422901628,0.3569953340302968,0.40448997884551796,,0.7279876803350844,0.5323064265830608,,0.34257916130129007,0.6624056952662334,0.6067048445479901,0.6724829347247434,0.5663763025465596,0.6185821435092465,0.36317933842023986,0.4295960563636761,,0.319068226067067,0,0.4156860537775413,,0.7434112232648089,,,0.4578105227776345,0.3509789037693161,,0.5328127186462865,0.7682257968381909,0.5710578277865703,0.3785648357561603,0.8879873902819921,0.7067484908648125,0.5905202185030819,,,0.23472501837819332,0.604171589049378,0.2854216827064896,,0.34442720068316635,0.49029427068891507,,0.23930986466869691,0.4899801939295962,1.0,0.4651294174748064,,0.36988303680043566,0.45169572204699693,0.10442933530662063,,0.7757764694625329,0.6931946369904622,0.7461579104346052,0.4811252595827644,0.4116482118004718,,0,0.7119628928075259,0.5274649345304705,0.6156544796237869,0.5807180871590316,,0.02165182250559583,,,0.5329446882143981
m14,0.5271079241229455,0.43996394634701247,0.31996432900924976,0.5518175419968411,0.41119663066671297,0.5396634226248077,0.4908886984708551,0.5099960971547053,0.12246794735498967,0.48566768606121397,0.5388463199159178,0.3182601373158021,0.8116229184674637,,0.36732788607631706,0.564515057067257,0.554154246493149,0.5212095444539234,0.42565998930822657,0.3751505519150109,0.5735034208630316,0.3993523978956986,0.389359989838961,0.40374978511064613,0.6145897149179289,0.28877837588246735,0.7454006800050079,0.45983790264416735,0.3947723390988269,0.4060944839880193,0.3936800671244681,0.5506204115199479,,0.47077929250698153,0.5422401496829692,0.6317580923802921,,0.6180789096031225,0.5359603078912167,0.8165911819658191,0.5292992846877811,0.46222048619119394,0.7417308433671089,0.42318402054726656,0.5145430167024875,0.7589608460134828,0.6178022775078629,0.6113993612841953,,0.4934240987431222,0,0.5513306940587968,,0.36108580487610176,0.3926291941236516,,0.5514287111510455,0.46655843945604075,,0.6299251498613101,0.17181744920247882,0.5300930558470637,0.10326166146507654,0.16853541639785818,0.1853414684403093,0.548903074484971,,,0.5404761602664475,0.5674737986639473,0.37784033074045664,0.3931208680238393,0.5666616689226625,0.24403209764779177,,0.5485061595216595,0.4026019245810987,0.5020504089911357,0.25977547136664464,0.4892040626852607,0.5257049171199764,0.39274710242857286,0.4779615607500385,0.4976685722080121,0.403682295821746,0.5233334861214696,0.14988169562128212,0.2331616782380807,0.42601069981219225,,0,0.40371705611432074,0.47124613822591016,0.594964872021391,0.5612920093918042,,0.5120217214118131,,0.44100795920972014,0.41091867474419275
m15,0.2672731542879365,0.681533870245602,0.6819485367485766,0.5836848939246733,0.6938087135144348,0.31257469183859454,0.5969357311827713,0.6168056793370618,0.7781351948296885,0.2920308186559962,0.41624197192431045,0.7987867430323627,0.3483799132054091,0.36732788607631706,,0.23320419490343164,0.31873039432054673,0.6459250490379366,0.7810116618067438,0.8576417051801022,0.41203973323893117,0.5063922773037661,0.7909081853091688,0.6538118292364739,0.4870319556213686,0.3919678838415361,0.6034949708400551,0.3216308716550382,0.32903628704811494,0.5501020347193375,0.7049351358274687,0.21179739351231291,,0.354345797546861,0.7596691149275259,0.2748688461799137,,,0.4384764422543333,,0.3868418999996034,0.6274804765683027,0.4161692019832753,0.7274580308059633,0.4374828227252697,0.7042565170666942,0.16175439574855227,0.6129359200806015,0.10977882080632073,0.14739651290310612,0,0.39610993487342516,,0.7252098690625304,0.19938945080898174,,0.6987066051395323,0.3435033837151694,,0.6530672652369658,0.8297934216133644,0.49277425872745156,0.7385686329409991,0.840355630375949,0.7707426087047843,0.88850137452346,,0.30692364376661296,0.3747562979131521,0.535563329699802,0.9317461089129054,,0.44160525445913024,0.6173802727586317,0.8621468267451748,0.5493680368111249,,0.46658554407808905,0.7864035871037715,,0.5040774906606943,0.5325596942422481,,,0.5742320507869378,0.46444377782549084,0.7431030253229506,0.6223945855679041,0.7874909105286271,,0,0.6063925711703695,0.9142399644932446,0.22726984713491788,0.727807821546716,,0.4642769514904945,,0.3016072762308476,0.43116786347693553
m16,0.5772887485127487,0.35613621669550155,0.46844391291174114,0.4081716008153984,0.3649290514755529,0.6767007476586537,0.37719487604903973,0.6128513284322056,0.28194481573881014,0.4814640890267644,0.4737538641379677,0.25242490985835997,0.3984360482768142,0.564515057067257,0.23320419490343164,,0.5581751993279305,0.5519592541485426,0.4150469947786692,0.35112168474673866,0.561564004785401,0.4789295142381598,0.36217491176846717,0.3959319879744196,0.6329785887472008,0.4425898289357976,0.4639318528093641,0.5325593201945331,0.5803996533677906,0.5078756186900315,0.389585889827197,0.6738174797413745,0.2651958923864817,0.540542901182541,0.33492462129743783,0.5363893784124454,0.2959850011951005,0.11004861557015871,0.514159292555619,0.6279411890820054,0.5878152282766782,0.34120120708887824,0.4660627344226603,0.34791689586768104,0.5173391450417375,0.5067273310780813,0.6644242032012337,0.47741194983662677,0.6860496705032145,0.6650392141677094,0,0.5923883380517894,,0.19945207848915208,0.5266496386113401,,0.40188652379856016,0.5623309954022432,,0.41125306597558403,0.257632947253845,0.5220446587590701,0.40846649077785285,0.363359335766785,0.3335086248774203,0.2313429004895291,0.4601025822528173,0.5005783143041946,0.5977512158692915,0.5086285905293932,0.2797062359651075,0.4819411123425439,0.5295104926153299,0.48313898208869027,0.11126974563623426,0.4114065986014698,0.6086390899556017,0.45793487039099584,0.2704518701589549,0.5985162496363965,0.5077454857470354,0.4485791576217878,0.8546408539605499,0.3619376741849437,0.622257551302025,0.5034092948959543,0.18488410570940395,0.4469183262589612,0.41003075569584685,,0,0.31102444029044873,0.20695614657859668,0.6401029713853535,0.3170703967715977,0.03708579763109193,0.44915360453066294,0.14080008802144622,0.3609975170086487,0.47202771018960155
m17,0.6745560269572579,0.4662215887675812,0.35021189337071257,0.3849561641803322,0.41148733722798625,0.49751732581970187,0.5081202780589915,0.23821331577195004,0.2756401682333539,0.49711527322044546,0.5785756080040985,0.23586847463380617,0.5396641655606658,0.554154246493149,0.31873039432054673,0.5581751993279305,,0.41364074515471566,0.3191885229513086,0.26910860343512594,0.5808724426353299,0.4075117179742941,0.30650326852312426,0.43252251487117443,0.539249688355184,0.5726465328857031,0.36514127590149725,0.7610246527893141,0.6142777258847798,0.5324220211572777,0.3401795590561507,0.5557506080403963,,0.677375206475183,0.40615507554326563,0.6517945901678935,,0.20410416652390678,0.6166233447812556,0.7128614193191098,0.6184351271179643,0.4406208109020454,0.39283842320053247,0.29365489823198027,0.49742868042315364,0.3647628460529977,0.5749474826001206,0.43536060460334536,0.4294651308331939,0.6387691718436823,0,0.5135577750314625,,0.4134941425384905,0.27750347431015465,,0.47760704112812996,0.6459596009238447,,0.467988459539999,0.3020521662049187,0.4793636021647344,0.4790244183462936,0.1423209280026564,0.15732193757224228,0.3394680155232973,,0.41309978237626616,0.48029296692806595,0.37638161301047024,0.23949749463027176,0.5878471771884456,0.6713122122763163,0.26342692841847565,,0.2903198203703343,0.5113909953975914,0.8388165614081033,0.24464542723814386,0.5827121371036266,0.273794149954496,0.5243946280371494,0.6489153694694871,0.2194782492138851,0.43763405893817187,0.3998704188536724,0.3678706889819844,0.23979712454938057,0.3352172404316482,0.20060395842663142,0,0.2439544368832648,0.4906262437698255,0.5625596882006118,0.29770195162341895,0.6787452450375747,0.39232991351193036,,0.41343741329937467,0.3642616241914395
m18,0.45862881140582523,0.5370962414244348,0.5975134565004632,0.5166720462528047,0.42918671298608724,0.5333311172611377,0.5938524499226498,0.5032563486203534,0.5882463856225,0.5364741627503923,0.4770186287745372,0.5754384416311962,0.4536984211779771,0.5212095444539234,0.6459250490379366,0.5519592541485426,0.41364074515471566,,0.5358260450786645,0.4693983171901386,0.48366214388925777,0.5027076294281337,0.5749589915127042,0.4251183641008879,0.47846559596690275,0.6151753972291536,0.5146760945121246,0.44345951413436785,0.42985139152302826,0.43390390724865974,0.4084854627613563,0.48963357522586903,,0.42116254546607335,0.6136700328369357,0.5248897903849808,,0.6504060368441914,0.403029578543621,,0.48848428211589545,0.5143270440694863,0.5494302179553836,0.5202241397512491,0.416055259676166,0.7606075116276966,0.46347629659117784,0.6244212692224016,0.21841953018019644,0.5211165954819234,0,0.5611309851853733,,,0.39140955272720757,,0.48085432281343976,0.4013263735683439,,0.5143437016322926,0.6901360539903977,0.5282476854023409,0.600758544054046,0.6243274125039285,0.5351409901693234,0.4143387842272899,,0.42561879463687596,0.5847813830774264,0.650209675049729,0.5777175088748709,0.30721723036113496,0.4061221839836438,0.6988685861042976,,0.5357258769099473,0.3774353112098555,0.33047194502341093,0.6903353449999746,0.3710028167700474,0.5103925378801587,0.44841227070421696,,,0.3789214282950297,0.4667619016498414,0.6496375132204125,0.5135926592088687,0.5579825063542,,0,0.5702863307659921,0.6174878468825156,0.5415183422289453,0.514442694587691,,0.25142680138816054,0.8350995355247908,0.48063842786507216,0.5326016818190505
m19,0.24555211720569686,0.586700597269876,0.5892181141344621,0.5654425038423094,0.6195767546833559,0.4252254105402234,0.5406055647149152,0.6185739261811916,0.7678722996654254,0.4965715772065555,0.3350803870181487,0.7178581697969162,0.619092481689347,0.42565998930822657,0.7810116618067438,0.4150469947786692,0.3191885229513086,0.5358260450786645,,0.7516980142956884,0.38578621842263994,0.5443621181147903,0.7315850928948422,0.6361153205538528,0.38061105770384834,0.407983223423578,0.6047567535071213,0.19210132199954139,0.24551981376143683,0.4427875873432488,0.6206259390943968,0.26924527883761795,,0.3715344003999824,0.4399469434601028,0.31355787249350464,0.12590207448054996,0.6115026347614538,0.4434023885984013,,0.23042120384660197,0.563488031850065,0.5180886677606547,0.7253579067490795,0.4881664470744316,0.6673019841527932,0.311082248508648,0.6813970988647523,0.09997747047945238,0.23003154079987898,0,0.34454639182180957,,0.8575677684110157,0.6936801099061696,,0.4454306629201145,0.2432847018090697,,0.583144475700512,0.6740100757102448,0.36400229478133217,0.5940867386477914,0.7564821417925691,0.7887541227043952,0.8347109103499201,,0.6030095658528183,0.4691007060425437,0.5854208188977824,0.8207281935603989,0.4329665868948653,0.25766852514913585,0.7442417945304698,0.857099904703082,0.6056718409909826,0.05664779962109395,0.4135481410914321,0.7005254500502925,0.4974086919782991,0.518194501781322,0.280606612316239,0.8186937138474114,,0.5079048302477748,0.46681253096589004,0.722224720620248,0.7044551886438588,0.6180290593175228,,0,0.6746344981441366,0.7804523464251049,0.5498439824253657,0.6657239435101354,,0.09537913394224168,,0.07787774926837526,0.5984898366596184
m20,0.24256568257956784,0.6123091578228527,0.6207947339664108,0.6803431165802327,0.5908517620054174,0.34978270488084295,0.617635933150988,0.7367031703471816,0.8491839579297268,0.36417216445642386,0.3404493354084638,0.7353962417090731,0.5429107150049318,0.3751505519150109,0.8576417051801022,0.35112168474673866,0.26910860343512594,0.4693983171901386,0.7516980142956884,,0.32796135632759893,0.5609091618168324,0.7758008434307051,0.6509109162837761,0.361193516286865,0.3712221943393146,0.6997963944272287,0.3615672433755053,0.20336592807153703,0.6061808403906406,0.7560358987264769,0.3251334972151896,,0.25857776024413825,0.4673687697525444,0.21972640284656375,,0.6483193159187732,0.46384488219503117,,0.22873261026217845,0.6742539100780962,0.683000407594764,0.7150446379405029,0.44573668929112353,0.6601241578188556,0.20436578515281856,0.6314518838975396,0.6529123123213328,0.16237359521960604,0,0.27944992474306707,,0.9664354929213661,0.15989925898397134,,0.6913795735782278,0.2951657010958209,,0.6169544083551081,0.8654137888822155,0.41810770769212,0.6696482782074072,0.7823796159420302,0.8216867091597153,0.8380410516686678,,,0.3923462843430885,0.5783380690853133,0.7887639029280167,0.2662923144123387,0.3653674870357287,0.7184948399464788,0.8410424238157082,0.5561217654740493,,0.41262981916451885,0.8559314861290275,0.9441271088938811,0.44397029968191837,0.7458931038243081,,,0.2461580772669245,0.4794385443383052,0.6667172762997382,0.7456482347892608,0.683330434823185,,0,0.5716210231152761,0.8647600983154609,0.4028059716168765,0.6921494078673412,,0.25181452257202935,0.8050746226584881,0.3140824713547572,0.689724832364035
m21,0.5383706199801845,0.46888955801692095,0.3752048698813066,0.42403256692512137,0.38958925144495427,0.5548616016998249,0.4267882852237305,0.39241365038322,0.3381413051946141,0.5481984991724513,0.4723114354058001,0.311184329762106,0.43704176162021274,0.5735034208630316,0.41203973323893117,0.561564004785401,0.5808724426353299,0.48366214388925777,0.38578621842263994,0.32796135632759893,,0.48596773950910194,0.3807016153343782,0.4684640601863307,0.5281798668931853,0.5784415622622723,0.41680508995658977,0.7000096564943995,0.5173062360064941,0.5114675029037298,0.38901681847453884,0.5948914525964469,,0.5509594054614382,0.3270843715558106,0.5810248150019048,0.5004696877628931,0.5310634059343627,0.5590804061180527,0.39100909694358293,0.613439977792076,0.4591393355184787,0.478140568774696,0.3717679346455264,0.5783286447029923,0.46349574835232216,0.5425162403561061,0.47173543812207436,0.3991753742099541,0.591168764068599,0,0.6101936786837279,,0.1928812687066498,0.5459359812878835,0.3909641299247539,0.5073703713332258,0.5246572984218822,0.10216421879904286,0.4332598431333666,0.33427003712509246,0.4677460271224224,0.36723842542192053,0.4195969926354621,0.295628731618351,0.4919152709742395,0.14317366068456572,0.45847400249315384,0.4678505579152188,0.5085730110840213,0.3546951978006432,0.5211009683958049,0.43538874105726033,0.38607255431614634,0.20604516719921034,0.4616977413308705,0.27055797774721935,0.3949923692726735,0.3679625058588284,0.5170399988777351,0.44734580704911786,0.6061716152134695,0.24533252520415805,0.6155705349274307,0.559606132366699,0.4563995315549422,0.36507343780635504,0.3790073569895724,0.45388196966384964,,0,0.4122585563232969,0.32574201688088383,0.5256364645072681,0.4682572955864602,0.7595395760255275,0.7071732520396461,0.4834308027275854,0.44100858057818276,0.4198212966428666
m22,0.506168037173934,0.5946757129786395,0.5671199986317594,0.4238925898158818,0.5713380379618399,0.4778374594649682,0.5694485791062953,0.4779071633123493,0.5709315338274757,0.5870968573563053,0.5332314186035211,0.4980817427278471,0.6311228742915611,0.3993523978956986,0.5063922773037661,0.4789295142381598,0.4075117179742941,0.5027076294281337,0.5443621181147903,0.5609091618168324,0.48596773950910194,,0.5622854238779433,0.6110660047145542,0.4238793804087104,0.5986416810973336,0.4626575980291021,0.33946648197906903,0.33071821402646095,0.5652865348322941,0.5559881010569928,0.44317645919086435,,0.47562601183738745,0.6988339195942556,0.45078211870830537,,0.7826561416771569,0.556277891648209,0.11138141764657644,0.38903608500091236,0.37349975009433695,0.6433442687288665,0.49336515183988255,0.5100920584242,0.5250884047493646,0.48024131595232733,0.4558775754371821,0.6459203226580507,0.4187876865952241,0,0.4418490281617012,,0.657669142617454,0.5963609401527155,,0.5534304428299734,0.3563173649707221,,0.40678690235741344,0.4464283015076457,0.5237649628681225,0.5520408409069641,0.45235224474703045,0.521983417382113,0.3059704133776567,,0.36924944988361114,0.5044313908461099,0.5504264031583562,0.5015453867845924,0.46928011280612325,0.2949811849121856,0.5323088345845957,0.7827501291697428,0.6245200788618132,0.38670515519966997,0.4101613300267201,0.6061273616933033,0.17179963672041348,0.526251654293371,0.7406821764850359,0.39540169025464766,0.5773145792339989,0.5756417753271464,0.5954664870004989,0.39578958708928796,0.6074162711759459,0.533529628677607,0.758703256058693,0,0.4935047377083444,0.5882331732538393,0.4990325357179541,0.5883685080682216,0.7810327555029009,0.4422122801687313,0.8427437596359997,0.44302980265297515,0.6542644832736844
m23,0.2306986955504201,0.6227136943828591,0.6165136878032139,0.5635821606715841,0.7345225447253894,0.35539511174975896,0.61265545068052,0.5579520611979308,0.8725977155794538,0.5326066352004888,0.2952731519129337,0.8925207427413762,0.5802382931196877,0.389359989838961,0.7909081853091688,0.36217491176846717,0.30650326852312426,0.5749589915127042,0.7315850928948422,0.7758008434307051,0.3807016153343782,0.5622854238779433,,0.629389844450849,0.30813155722711016,0.3662045688118919,0.4084491896353055,0.3135370133133565,0.22054440434510808,,0.843332511562011,0.3053449124570553,,0.3670365833675612,0.6965345620296158,0.262300583708731,,0.8538390535958875,0.3448818734608452,,0.35809420838273753,0.7689761817025413,0.6618071251900272,0.5931956757610786,0.41781626795896853,0.4278710883856659,0.295927184425299,0.8504320252637048,,0.21313229049804677,0,0.438880393025099,,0.5591961616884528,,,0.7092942236054555,0.3054124901773554,,0.6134433695318756,0.8475567404162215,0.4876370836979346,0.7906069680050352,0.8360640082049711,0.7883582669628828,0.5671471639945271,,,0.42425047685633177,0.5250813106218779,0.8733201602826863,0.1256517076138734,0.2310430258151457,0.7746629950817641,,0.7143972378113194,,0.26939082680115656,0.7713778651678194,,0.380738821183373,0.2833491688126897,,,0.36462379375379733,0.5814871495367134,0.6589872776477175,0.6638430818664927,0.6440446892496376,,0,0.6718971135295904,0.7653420804457324,0.3727913961908703,0.6656336450660683,,,,0.2103435007852288,0.5826127289424238
m24,0.3956004219468426,0.6583960556395787,0.5588397258019089,0.6297030680874905,0.6477234362927986,0.43639099486327454,0.5149281808827656,0.6232699814061813,0.6127854917536606,0.4446186804003667,0.5328417002448134,0.5754069691685477,0.4209535360175978,0.40374978511064613,0.6538118292364739,0.3959319879744196,0.43252251487117443,0.4251183641008879,0.6361153205538528,0.6509109162837761,0.4684640601863307,0.6110660047145542,0.629389844450849,,0.4669825407146738,0.5750128316077164,0.7708760416279703,0.22657312147470238,0.3916000485785682,0.5096909946047521,0.5968478393055654,0.429984146611239,,0.3739298831830202,0.4843352114154455,0.46500459978665976,,0.43725410751060473,0.5449119068224209,0.29254610138021686,0.3579444241796903,0.576676267501282,0.5775743229251671,0.5531267343190323,0.5251932914796187,0.5668653788712431,0.43249682244136456,0.6665781503117063,0.7166921007353566,0.37229766868032865,0,0.374554928251714,,0.5207510904377168,0.7444312053076148,0.7246742375435685,0.58809623474605,0.3720403056168238,,0.625155560177621,0.5829181297383945,0.48759155910841906,0.7032574676276188,0.5827387272206366,0.5807504558555272,0.5256915416969761,,0.6419216426573305,0.46158921453564,0.5543505486631922,0.6663694078355058,0.38453046824590925,0.4346517133079617,0.7865525049383875,0.7616262471087941,0.6214896126398459,0.37717229527245727,0.7220070572948216,0.6803060737977158,0.5860938255191245,0.42274977837806793,0.7184039381307403,0.08035082061176135,0.6923228274312017,0.6121070424330673,0.6461682685200445,0.5429801283477492,0.5617759095181207,0.6861103553660918,,0,0.6395695856542759,0.6743738359719752,0.5142686488800793,0.5633354906579502,,0.6689610465374681,0.9168517249632202,0.4510063899319716,0.6559607767753727
m25,0.49115227710156595,0.4484958645352148,0.4524398061286654,0.46877623429336557,0.45479742539539886,0.5943710431017454,0.3929422643063553,0.546933755881153,0.2836143052051145,0.49240173566731027,0.44510216773168243,0.463416843258189,0.37459773924284445,0.6145897149179289,0.4870319556213686,0.6329785887472008,0.539249688355184,0.47846559596690275,0.38061105770384834,0.361193516286865,0.5281798668931853,0.4238793804087104,0.30813155722711016,0.4669825407146738,,0.4767600831888457,0.42322084081598876,0.5551975021062459,0.5756199772927164,0.6138445213716454,0.39072685178981487,0.557068564521643,,0.47440088113582896,0.5672248123783784,0.6397711775139959,0.38825372142237685,0.14689975423401375,0.498513898419299,0.5077643990276834,0.6088323489213394,0.40242755472747355,0.5088431115645549,0.3295751553663664,0.5714257656663878,0.5315818460025162,0.574682393632245,0.4320411628906623,0.8149142954216553,0.5859095668421488,0,0.5463510901745054,0.9254378315243785,0.37140292780198914,0.43630913098742174,,0.48314349565807907,0.5500870240868202,0.1810015781923025,0.38158501379706533,0.3318064481045211,0.4540700438159327,0.45141350141107783,0.27056274606706,0.2776341158971452,0.47263155024607206,,0.46991054401208343,0.5667611248551162,0.4444590285751661,0.3202950146811798,0.642526197830309,0.554805117661915,0.48962789008023533,0.04357056144153115,0.4218549805830965,0.7275260244486552,0.49693144872066713,0.44813173272150153,0.5527428805862291,0.5332952662121228,0.5335780333717418,0.45775597872703655,0.3674166046834477,0.5171606881050521,0.43812249223159294,0.3184299532698535,0.3488312629186857,0.4890516942628128,0.28897704682970604,0,0.3711109510714202,0.3630913581099431,0.590062815401182,0.45396922410115753,0.4485233573286185,0.5571061389249444,0.1820511004737183,0.4223115791302023,0.3308972330769419
m26,0.5970361484834255,0.4652870978471177,0.5505992416479859,0.5781468491961995,0.5781756006665104,0.639495452044889,0.40287524778370787,0.44814983733778735,0.515051667209847,0.5233960162107376,0.5253557623639117,0.6137152856535197,0.4373569686102454,0.28877837588246735,0.3919678838415361,0.4425898289357976,0.5726465328857031,0.6151753972291536,0.407983223423578,0.3712221943393146,0.5784415622622723,0.5986416810973336,0.3662045688118919,0.5750128316077164,0.4767600831888457,,0.3326731563139198,0.5460648030029179,0.3823428763499358,0.5792509084349564,0.6117436451171729,0.5820174211679214,,0.46923519704799366,0.35600126628913104,0.4636431549763536,,0.47249446716626614,0.45354034523400855,0.6252327792259537,0.684879111837556,0.5706894348485558,0.4535491071211381,0.4082864315082263,0.6274406752644359,0.8222635029367313,0.5118668839402244,0.5622123989833396,0.48246205138870596,0.5660325270709068,0,0.5728997676119282,,0.4462451866185426,0.40320213660067994,,0.22675249541184228,0.5546580033704004,,0.49968914093536015,0.497705505242681,0.6031550480351334,0.464830996225796,0.43221633658782843,0.3584926393174639,0.42639540207553345,,,0.5230050613405663,0.46909889157725354,0.45940416146011404,0.40516688822081526,0.6177301370609818,0.7086162677436857,,0.6207316472012272,,0.29046881589209916,0.5528979389876763,0.49714595125519145,0.44782730632039436,0.416329088641809,0.7746687491578141,0.3934909245500715,0.4672443441346913,0.743128037194062,0.33853565082287207,0.3416584450576269,0.7344640959066723,,0,0.565061505596363,0.49767047624099436,0.6260419770721528,0.5199705771149076,,,,,0.5682362216895419
m27,0.36281815924748295,0.6330030023494222,0.3825525316599416,0.7277794031318976,0.7061465716787403,0.43588858274602144,0.5701011223254362,0.7362480915366493,0.5579199823590625,0.35484082222658986,0.39423012231645504,0.07588660573035644,0.38025008434360896,0.7454006800050079,0.6034949708400551,0.4639318528093641,0.36514127590149725,0.5146760945121246,0.6047567535071213,0.6997963944272287,0.41680508995658977,0.4626575980291021,0.4084491896353055,0.7708760416279703,0.42322084081598876,0.3326731563139198,,0.2317807055595788,0.21650384665919198,,0.5816096414694719,0.26828697510377525,,0.3950511874558514,0.8757799434176816,0.25688289119216595,,0.258022035512008,0.3689634944444201,,0.21426548506806165,0.37444852171112775,0.6627672373063721,0.5937761025981122,0.3628533806770781,0.6698750830311903,0.4814407139139347,0.7257283823472326,,0.30451620354969355,0,0.27302809878025147,,0.8973147461677735,0.7317447000652122,,0.33738597975847906,0.13377962394633197,,0.8144357410454406,0.7778595786056506,0.5476090028738119,0.796787397303658,0.7146645391760728,0.7351424341851032,0.823969936612732,,0.592787520560806,0.4593278757426905,0.6081291632229335,0.6259087289129879,0.318510227031342,0.7137838937404186,0.7330379661010329,,0.6186388724870524,,,0.5858930737660002,,0.6488910348742571,0.20982278851005443,,,0.3504781959784635,0.6594747569116576,0.7371952277365962,0.4434789782311667,0.7970168710536245,,0,0.885029807065242,0.6215407745704151,0.48775633094657994,0.7577062175273614,,,,,0.5202959740501173
